mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,Gminor_count,A#/BbMajor_count,F#/GbMajor_count,Bminor_count
INFP,NF,INFP 모자이크: Melancholia,2bsN4D9JX8EpqWgOgcicBV,50,0.54606,0.137370111,0.41408,0.215974095,-8.11294,2.955179883,0.82,0.388087934,0.046132,0.029462958,0.6154142,0.316210241,0.175172,0.152908184,0.313096,0.161685892,115.31498,27.81138722,0.036456617,0.146979619,0,6,0,4,3,2,0,5,1,4,0,6,2,2,3,3,0,2,0,2,0,1,3,1
INFP,NF,No context infps ,6mChQljoYXUihaaEIjAzJ6,50,0.5843,0.145041479,0.61874,0.209782181,-7.89252,3.159239842,0.6,0.494871659,0.065972,0.058508928,0.29556373,0.312814135,0.15164,0.107716277,0.535878,0.263451655,122.16462,30.69958733,0.077434316,0.199473902,0,4,2,3,5,0,3,2,0,1,2,3,0,1,3,2,6,4,1,1,1,2,3,1
INFP,NF,infp: me,3HWG1An0uRnGKz8cF7FwCI,50,0.53446,0.146547646,0.531586,0.227626866,-8.33264,3.953205503,0.74,0.443087498,0.043378,0.026138386,0.3717674,0.360793295,0.172246,0.118339809,0.405208,0.214154283,126.1154,30.26547658,0.045561397,0.169962369,0,6,2,6,4,1,0,3,2,4,0,2,1,1,3,2,1,1,2,0,2,4,3,0
INFP,NF,Infp 💚,4gWjXUHoylrrgfS3iZUEir,50,0.598,0.157700698,0.58438,0.207043315,-7.80746,3.848559896,0.54,0.503457434,0.075794,0.065030801,0.3949342,0.310407839,0.15556,0.099335897,0.455368,0.22671663,121.207,31.64343761,0.036662473,0.138789506,0,4,1,5,7,0,4,0,3,2,2,1,3,1,1,2,1,4,5,1,2,1,0,0
INFP,NF,Infp★♪,0TGmEkQEobcoqbh3lmnrVj,28,0.575178571,0.101766637,0.52375,0.179520271,-8.424928571,2.103238366,0.964285714,0.188982237,0.036003571,0.014436591,0.51975,0.263515215,0.160667857,0.094219908,0.399714286,0.16775199,126.1135,31.60460794,0.041761615,0.138236169,0,2,0,2,2,3,0,1,0,0,0,5,0,2,0,5,0,1,0,0,1,3,1,0
INFP,NF,INFP songs,0lYnLUuqBKLHM5y6sTLkMI,8,0.507125,0.15890198,0.735375,0.131223841,-5.735375,1.857820762,0.375,0.51754917,0.0357625,0.006944255,0.15353,0.210643557,0.19555,0.146871829,0.5125,0.204909736,118.4625,30.36729504,0.0574885,0.102011098,1,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
INFP,NF,infp disease,33MXMtBhqG08RgElz8WCK1,50,0.5206,0.145947572,0.52518,0.196602125,-8.7944,2.943311463,0.78,0.418451958,0.0618,0.072941987,0.383680386,0.322819286,0.12712,0.062339754,0.3237,0.172675676,120.3764,29.09176874,0.059764027,0.169061102,0,6,2,3,6,1,2,4,0,2,1,1,0,3,1,4,1,3,1,0,2,4,2,1
INFP,NF,INFP • Box of Chocolates,5i43SCcBlwphMxaq4XMpvq,50,0.5332,0.130279292,0.56534,0.216879973,-7.02886,3.137112275,0.68,0.471212071,0.048314,0.030253096,0.3345152,0.294311292,0.137644,0.103965621,0.338898,0.221726658,123.11866,29.98043801,0.012276731,0.062106727,1,4,0,2,2,2,1,0,1,5,1,2,3,2,2,2,1,5,1,0,3,6,2,2
INFP,NF,pov: INFP daydreaming,1AsBH7PuFggDl7vnz5Behk,50,0.5954,0.151279711,0.6513,0.182112014,-7.01552,3.048371216,0.72,0.453557368,0.100114,0.101517985,0.21774193,0.262621554,0.165374,0.119476197,0.552072,0.226812802,130.77034,34.09185738,0.086004103,0.219023928,1,6,0,3,2,2,2,2,1,2,1,5,2,2,2,7,4,1,1,0,0,1,3,0
INFP,NF,🌱🍄INFP🍃,0yY8FHXe7gJ5f4eE7YNfNA,50,0.53946,0.156028936,0.543434,0.207752712,-8.9784,3.999048882,0.62,0.490314351,0.045146,0.024073791,0.315097797,0.31876239,0.185322,0.13125957,0.39728,0.206827005,123.75528,34.34947439,0.206996122,0.323477752,1,3,1,3,3,2,2,3,5,3,0,2,2,3,5,4,1,0,0,0,1,2,3,1
INFP,NF,Infp 💭,64K3NEZVdfFZRz9opdy4UE,50,0.58472,0.165581479,0.65362,0.208765554,-6.50658,3.378710816,0.38,0.490314351,0.089706,0.094070524,0.2481696,0.294128988,0.162582,0.121691052,0.458626,0.230346859,124.13578,31.37459008,0.078283651,0.232386439,2,4,3,6,2,1,5,1,6,1,3,2,1,0,3,0,0,1,4,0,2,0,1,2
INFP,NF,INFP,4I1RGTSCIHFHueTr3tlKVV,19,0.638894737,0.151776844,0.689842105,0.17001087,-6.459263158,3.177482281,0.473684211,0.512989176,0.055915789,0.053128077,0.114977053,0.22775458,0.180836842,0.111538206,0.499978947,0.291998515,122.9641579,21.99713163,0.086298574,0.218860245,1,3,0,0,1,0,2,0,1,0,1,3,0,1,1,0,2,0,0,0,0,0,1,2
INFP,NF,infp shit,5gozoJq7fDPzJudVThGrd7,50,0.63126,0.143136272,0.5706,0.166841609,-7.37442,3.092499756,0.54,0.503457434,0.08802,0.091404057,0.34991433,0.289144032,0.19037,0.143803653,0.42962,0.197322164,124.2347,27.22997058,0.039920754,0.118379539,1,6,4,4,1,0,5,1,3,0,4,2,1,6,1,2,1,2,0,1,1,3,0,1
INFP,NF,Minha playlist INFP,1U8Eu7yyXXdD4G2ww2Qfj6,50,0.57358,0.13106862,0.71966,0.18569589,-6.28516,2.230495821,0.66,0.478518121,0.050686,0.028862906,0.1871393,0.258282516,0.179972,0.156356795,0.543262,0.262405465,123.91412,31.37164514,0.025096757,0.115108424,1,4,2,1,5,2,1,2,2,2,3,2,0,4,2,2,3,3,0,0,1,5,1,2
INFP,NF,infp,2FlhN2OrkauRb2aHBEjc5j,50,0.59162,0.154351426,0.65472,0.194390417,-7.61236,3.76873187,0.64,0.484873221,0.085046,0.073895313,0.214442149,0.262409053,0.18672,0.154478668,0.44547,0.223416353,124.84768,32.03516305,0.056576425,0.173692983,0,2,1,5,7,2,2,3,5,4,2,2,0,0,4,1,0,1,1,1,1,1,4,1
INFP,NF,¿Infj - Infp?,7iQ6NKMQbvpGSOU2SvzwvY,50,0.58492,0.14494219,0.651566,0.210000898,-8.11642,5.163851126,0.54,0.503457434,0.065166,0.05379468,0.244699438,0.270810549,0.214168,0.181633776,0.480212,0.218352524,115.70536,27.70115396,0.139967,0.283948694,3,0,1,6,8,1,5,0,2,0,3,3,1,2,2,2,2,2,1,0,1,0,3,2
INFP,NF,INFP,7BeQgH1k5LBfXtGd6mogFz,50,0.57072,0.169269142,0.293768,0.20946197,-12.35718,5.666574979,0.78,0.418451958,0.071836,0.096230064,0.7389198,0.292518704,0.15076,0.08746538,0.379932,0.187450833,107.27044,31.78950505,0.045090285,0.184715244,2,8,1,2,5,3,1,2,1,5,0,4,1,1,1,2,1,2,1,0,1,4,1,1
INFP,NF,INFP,63AQUgtsChmkfd620fihNV,50,0.52708,0.118634379,0.481688,0.178174261,-8.1,2.85798719,0.74,0.443087498,0.055382,0.044615238,0.497059546,0.304459622,0.175856,0.125520588,0.320642,0.186164879,117.49128,30.14278795,0.019869345,0.128723422,2,2,2,2,2,4,0,8,1,3,1,1,1,8,1,1,0,2,1,0,1,2,2,3
INFP,NF,Infp me,6pSpuC5SBK2iz3Zq4aID1d,50,0.5475,0.141210691,0.55598,0.180118837,-8.00496,3.296820373,0.6,0.494871659,0.049332,0.036397334,0.3682551,0.318505848,0.144084,0.097669987,0.396254,0.242443881,127.00912,28.60989587,0.112303571,0.233271266,1,3,1,1,2,1,5,1,3,2,2,4,1,4,2,6,1,3,1,0,2,1,2,1
INFP,NF,infp:),3zgoRibsiXAMzYkaLNOPTV,50,0.50706,0.129054554,0.4784,0.227152021,-8.34138,3.216497175,0.8,0.404061018,0.042692,0.044642109,0.577793,0.322490899,0.15368,0.122735149,0.41094,0.204284756,109.42748,29.85357634,0.031817095,0.132652492,0,6,0,4,7,1,1,2,1,2,0,6,2,1,4,4,1,1,0,0,0,3,3,1
INFP,NF,infp ★,0HPOE1y5T3zPX2wrSYfg61,50,0.55094,0.146827597,0.69272,0.170008888,-7.27168,2.25562642,0.72,0.453557368,0.06609,0.058359807,0.145549288,0.199910492,0.195336,0.169917489,0.50216,0.209129231,121.36096,30.96124821,0.10168952,0.200431243,2,3,0,2,5,0,2,2,3,3,3,2,1,2,2,7,0,2,0,0,0,3,5,1
INFP,NF,infp,7lVdBELsVmMOYGJ2lqNVA5,40,0.517525,0.139883282,0.4043625,0.198874267,-10.576175,4.648051237,0.875,0.334932064,0.04512,0.024039564,0.607525,0.323342909,0.1479825,0.080600804,0.3782475,0.214640843,119.16905,32.7357799,0.041593551,0.122798718,0,3,2,2,9,0,0,3,0,3,2,5,0,1,0,2,1,2,0,0,0,4,1,0
INFP,NF,inside an infp,4p5cT0AL7nXZIz0K2LEvzZ,50,0.70564,0.111558122,0.83132,0.096168313,-2.95068,1.349712266,0.46,0.503457434,0.091816,0.058726531,0.1079242,0.113164969,0.210304,0.171152652,0.64054,0.150553023,124.91572,23.54529062,0.000565976,0.00177476,0,2,3,3,1,0,3,0,3,1,3,4,1,3,4,3,3,1,1,3,1,0,5,2
INFP,NF,Infp.,17kHkXcCpuzh9VMgszscL8,50,0.58346,0.129544289,0.575674,0.213917282,-8.74228,4.297847762,0.64,0.484873221,0.052878,0.036391619,0.38554588,0.330692348,0.180256,0.123255332,0.433372,0.214777276,117.85852,31.48065625,0.214621627,0.341301341,1,6,1,4,2,2,3,1,1,3,1,3,0,3,3,3,0,2,2,1,1,1,2,4
INFP,NF,Infp songs ,6NAIxuAQ6LcpcXxUE5GsaN,50,0.51806,0.14186159,0.52826,0.206500562,-8.83572,4.243489405,0.74,0.443087498,0.048446,0.042952124,0.37513086,0.350451526,0.160144,0.097581295,0.3692,0.188826019,125.00938,32.50808666,0.131393251,0.245982137,2,4,0,3,3,1,2,3,1,3,1,4,2,2,2,2,0,2,0,0,2,5,5,1
INFP,NF,mitski (infp 4w5),6QCgoF9jKo1glmsmkSefM1,38,0.427157895,0.120100302,0.492605263,0.232993625,-9.154684211,3.456674219,0.842105263,0.369537021,0.037194737,0.013182543,0.303848574,0.368424191,0.18875,0.147913623,0.360289474,0.223926175,110.6607368,32.75277749,0.05850044,0.142249026,0,4,1,3,6,1,0,0,1,0,0,4,2,2,0,5,0,4,1,0,1,2,1,0
INFP,NF,infp,1VHLslZ02hsbW2woYoconP,24,0.490916667,0.177106923,0.481458333,0.187039865,-8.179541667,3.021610368,0.625,0.494535355,0.0429,0.037183154,0.498368333,0.327259008,0.1265375,0.055279352,0.324583333,0.218959579,112.4317917,26.88874094,0.040382163,0.092183577,1,1,0,2,4,1,1,1,1,1,1,1,1,0,0,3,2,0,0,0,2,1,0,0
INFP,NF,Temen bengong INFP,057heFGwpxYnvQAGIpSUHy,50,0.54452,0.148403372,0.57662,0.168549501,-6.33768,2.072087397,0.8,0.404061018,0.042824,0.026635741,0.3919084,0.302229054,0.200836,0.107017711,0.395868,0.192649842,116.66466,33.42769859,0.02392832,0.116441856,1,6,1,1,4,4,3,5,0,7,1,3,1,3,0,6,0,0,1,1,1,0,1,0
INFP,NF,infp kpop songs,7Gq5ISb8qY2SbtpM73lsuf,50,0.66332,0.115246575,0.7109,0.159588661,-4.68834,1.869455924,0.56,0.501426536,0.069922,0.046788959,0.2458092,0.213998252,0.161334,0.129501324,0.5575,0.195348172,121.82712,27.54796368,0.000163054,0.000936632,4,4,3,6,2,2,0,0,3,4,1,1,0,1,2,2,1,0,3,2,1,2,4,2
INFP,NF,INFP ,1uU0r78Zmw719KZi1ZZj8F,27,0.53937037,0.139989051,0.596111111,0.219758842,-9.159111111,3.597419356,0.555555556,0.506369684,0.046881481,0.026145084,0.346692222,0.318896952,0.202651852,0.178154754,0.559859259,0.250168059,123.2165185,25.9485113,0.184999319,0.296999968,0,5,0,0,3,0,3,0,0,2,1,1,2,0,3,3,0,0,0,0,1,1,0,2
INFP,NF,🎧 INFP-T🩹,4mKloiUaBVXBfrm9bQACQ0,50,0.62982,0.11263535,0.524658,0.160346599,-7.87526,2.525511755,0.68,0.471212071,0.090626,0.087074757,0.511032,0.275002466,0.153118,0.073405604,0.44706,0.187950863,114.15356,29.56774856,0.030868303,0.148096788,0,4,2,1,7,1,3,1,3,4,2,6,0,4,1,3,0,1,3,1,0,1,1,1
INFP,NF,infp's playlist,6bdiiUWYWSXb4mTArWGeyv,44,0.536090909,0.121861877,0.455684091,0.24073471,-8.090431818,4.543435149,0.818181818,0.390153653,0.050181818,0.038707371,0.535298864,0.326437916,0.179861364,0.129256671,0.357570455,0.188451998,115.5548636,30.72033694,0.026071482,0.14069696,1,8,0,3,5,1,4,4,0,2,1,4,0,3,0,0,0,2,1,0,0,1,3,1
INFP,NF,"My vibe, INFP.",3QipZI6GLICVt1ovKVigmv,50,0.56856,0.159071561,0.55676,0.210410828,-7.42066,3.511533856,0.8,0.404061018,0.062612,0.048429341,0.37622052,0.318722445,0.179032,0.104007165,0.444914,0.210034784,130.03002,34.82819272,0.085085314,0.221978203,0,6,1,5,2,1,3,0,2,7,1,2,0,4,0,8,2,1,0,0,1,2,2,0
INFP,NF,infp culture,5avBsBq5CHzj2nb1Yp8Z7s,50,0.62578,0.130436675,0.62714,0.196068919,-7.14674,3.239239283,0.82,0.388087934,0.059112,0.04934968,0.27434878,0.264850334,0.18162,0.094184433,0.50564,0.183310238,125.72826,25.7761364,0.007397605,0.028629729,1,5,1,2,4,3,0,2,1,5,2,7,2,2,0,5,1,3,0,0,1,1,2,0
INFP,NF,ɪɴꜰᴘ songs * ・ ♡ ° . 。,3JIOWUT4VthOTvdyyDZYnF,50,0.52684,0.16554084,0.549758,0.217231706,-8.88246,4.699827488,0.58,0.498569382,0.060302,0.055813836,0.334852,0.303592915,0.162538,0.100647104,0.417296,0.212542176,120.54964,25.4387746,0.093998196,0.235122434,1,5,0,2,6,0,5,0,3,2,2,3,0,1,3,6,0,3,3,0,2,0,1,2
INFP,NF,playlist for infp-t made by an infp-t,3QTjKiYYhdRbgq5r3sg9Sa,25,0.52816,0.122948729,0.53836,0.18286012,-8.54972,3.305916445,0.6,0.5,0.042632,0.022510752,0.38008976,0.313724649,0.163448,0.136347913,0.400156,0.20386695,132.2182,33.54518753,0.123347149,0.277858246,1,3,0,2,0,1,5,0,1,3,1,0,0,0,1,2,0,1,0,0,0,3,0,1
INFP,NF,infp,0FmcKXSsNc6ipXpyIiov6I,31,0.495612903,0.171084127,0.476709677,0.193331355,-8.502645161,2.677372861,0.64516129,0.486373457,0.0521,0.063560187,0.373986129,0.347068176,0.1484,0.077485207,0.312774194,0.174532845,111.6835484,30.07078166,0.132766534,0.238528713,2,2,0,2,1,2,0,2,0,4,3,1,2,3,1,2,0,1,1,0,1,0,0,1
INFP,NF,💕INTP x INFP 💕,7LYcZBKBfQX3mzhXte42ao,50,0.59804,0.163345004,0.56466,0.192126299,-8.91734,3.155914419,0.72,0.453557368,0.05595,0.041551435,0.367165945,0.303967672,0.157832,0.102548773,0.4921,0.207523124,118.26864,27.89815831,0.184565355,0.27896665,1,6,1,3,2,2,0,1,5,3,1,5,1,3,1,6,1,0,1,0,0,0,5,2
INFP,NF,"Maybe, fuck INFPs",7zuC5d8Qrg0S6yvodiieGR,11,0.604818182,0.124346949,0.526545455,0.185027222,-8.530454545,2.234124722,0.818181818,0.404519917,0.098618182,0.145530078,0.381190909,0.313242304,0.106754545,0.035578796,0.377772727,0.190147228,117.9839091,18.63260651,0.011947879,0.03351948,0,2,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0
INFP,NF, INFP,2URrOkeAdXlH3Ku8dWpBe6,50,0.77854,0.115775682,0.6141,0.168917593,-7.87828,3.026409269,0.58,0.498569382,0.187474,0.125461243,0.19736216,0.245064469,0.164804,0.108272304,0.55992,0.212903335,121.2576,25.75127552,0.010454921,0.053701229,0,3,3,8,1,0,2,1,1,1,1,3,0,4,1,4,8,2,1,0,2,0,2,2
INFP,NF,INFP,0gPqHgDNWrHvO05gmvIjea,50,0.53942,0.155653473,0.58102,0.190869492,-7.36114,3.290497866,0.68,0.471212071,0.063792,0.05295625,0.2889374,0.312008208,0.174492,0.144292618,0.40426,0.197377283,124.68588,34.26717509,0.044078936,0.12862725,3,3,0,5,3,2,4,2,2,4,1,4,1,1,2,1,1,1,1,0,0,4,4,1
INFP,NF,The vibes of an infp 🎧,22504QbQ5lkVlNqDaGAeQD,50,0.47228,0.156855196,0.489376,0.242628431,-9.72752,4.626147219,0.66,0.478518121,0.044042,0.024286791,0.4411744,0.361187075,0.189006,0.11337837,0.37169,0.218649233,123.87904,30.21303694,0.17071219,0.28308935,3,6,0,3,4,2,0,3,2,2,2,4,0,3,1,4,3,0,0,0,4,2,0,2
INFP,NF,Infp,370zVMc6ynqCZg51zQ3D8h,50,0.52608,0.152769246,0.58702,0.181682667,-6.86964,2.705984183,0.62,0.490314351,0.050334,0.038290142,0.25261152,0.281014062,0.153066,0.088247809,0.38762,0.188789472,125.61414,28.91834912,0.045077675,0.135909925,1,6,0,2,2,1,8,1,2,5,0,1,1,2,2,4,1,2,2,0,1,5,0,1
INFP,NF,infp-t,3Hal6aztVoUh99wChkgIpS,50,0.5755,0.132566695,0.53552,0.187367721,-7.3,2.751809802,0.78,0.418451958,0.063064,0.062530309,0.4293994,0.296666648,0.134744,0.095534155,0.402678,0.216825116,111.604,26.7310049,0.021593733,0.105025098,1,4,2,2,5,2,1,2,3,5,1,3,0,3,2,5,0,3,0,0,1,2,3,0
INFP,NF,infp,7aibBICPy2XW3Q0tAWHJz8,50,0.52088,0.136344498,0.55416,0.201273533,-7.9196,3.31380927,0.7,0.46291005,0.053254,0.041735788,0.3242722,0.323632281,0.144064,0.097533311,0.371438,0.202558211,118.29612,30.40804536,0.025230251,0.104018322,2,10,0,1,2,1,4,3,3,5,0,3,0,2,0,3,2,1,2,0,1,3,1,1
INFP,NF,INFP인 너를 위해,45HtAZHgQu0OfgzaV7O2yt,17,0.475705882,0.118000935,0.418705882,0.184358945,-8.010529412,3.76027579,0.941176471,0.242535625,0.032829412,0.005113801,0.605641176,0.300811471,0.146464706,0.075454912,0.302941176,0.13155392,131.2854706,28.02539714,0.170862004,0.313154364,0,2,0,2,1,1,0,0,0,0,0,3,1,0,0,3,0,1,0,0,0,1,2,0
INFP,NF,Just INFP things,7rwh7lbXIgNAFN4r4jDXxV,41,0.655,0.114921277,0.693512195,0.164339758,-5.455243902,1.926922375,0.707317073,0.460646417,0.07492439,0.05964502,0.229178244,0.248823597,0.195404878,0.119347183,0.558902439,0.207268401,124.151122,31.02140776,0.040556181,0.181111015,4,5,1,3,3,0,1,4,0,0,1,3,0,2,1,0,1,3,0,2,0,3,3,1
INFP,NF,infp,7vgfBfnyIoJkOt1FEy9JeR,50,0.63072,0.111958637,0.725028,0.186754795,-4.56286,2.207742295,0.7,0.46291005,0.085152,0.053242247,0.1657728,0.196041489,0.18745,0.118260206,0.50398,0.167918529,125.3004,29.96013787,6.76E-06,3.87E-05,1,4,0,11,5,2,1,2,2,2,3,4,0,0,0,0,0,2,3,1,1,1,2,3
INFP,NF,INFP Type Beat,2sR0o68inkWKCH87g4TFI6,20,0.5368,0.141605679,0.7506,0.172493905,-6.6832,3.626550987,0.5,0.512989176,0.151795,0.160726153,0.2200302,0.262418804,0.195875,0.111289092,0.357205,0.227821469,144.22295,25.53649776,0.170169564,0.300342297,0,0,2,2,0,1,1,0,1,1,1,2,1,1,0,2,2,0,0,0,1,0,1,1
INFP,NF,infp,4mWk2s3b8wkWZe0ixTslsD,48,0.502145833,0.126301394,0.546208333,0.179855848,-7.876166667,2.384638572,0.5625,0.501328024,0.053179167,0.036454022,0.37534534,0.289002507,0.187789583,0.125666818,0.346995833,0.1774574,124.6355208,31.28689078,0.074015588,0.195996412,2,2,2,4,1,2,3,2,1,6,3,0,2,4,0,2,2,0,3,0,2,1,3,1
INFP,NF,INFP 🏹☁️,6w696ZpKThFIiho4Tknw3K,50,0.53096,0.142216558,0.60062,0.205399649,-7.5667,3.21842746,0.5,0.505076272,0.063534,0.061803535,0.275285366,0.303731012,0.161824,0.121356216,0.40296,0.212663499,118.66154,25.12978654,0.03379867,0.125739841,3,1,6,3,4,0,3,3,2,5,1,4,1,1,1,1,4,0,0,0,1,3,0,3
INFP,NF,intp/infp playlist,2bYbaU6rOdXoQT7wJ2w58i,50,0.53222,0.153354503,0.574194,0.234002896,-8.03736,4.255067048,0.78,0.418451958,0.063586,0.06546739,0.31392942,0.332679342,0.18634,0.120436795,0.431754,0.203157728,130.8427,33.45353457,0.121385571,0.271530804,2,7,1,3,1,1,3,3,1,2,0,3,0,4,3,6,1,2,0,0,0,5,2,0
INFP,NF,infp ,6tlEqm5Rs26EqaV36kX6g7,31,0.669967742,0.116371956,0.540703226,0.19195839,-8.149387097,2.392363987,0.612903226,0.495137648,0.055093548,0.05779523,0.429932258,0.286310595,0.189796774,0.174064435,0.551290323,0.19769441,114.9314194,27.92927655,0.143622299,0.268425454,1,2,3,1,3,0,2,1,0,2,3,1,2,1,1,1,0,0,0,0,0,2,5,0
INFP,NF,INFP-T,1UaEvQKPrY0dWRAE0F9ozK,49,0.573306122,0.134202149,0.636673469,0.150694004,-6.775857143,2.345212402,0.591836735,0.496586991,0.061614286,0.061590574,0.162343,0.17380641,0.152842857,0.074761103,0.416859184,0.187189233,119.3717143,31.86874096,0.066246772,0.195880426,2,2,2,4,3,2,0,1,3,2,1,3,1,1,3,1,2,5,0,0,3,2,3,3
INFP,NF,INFP,4BASdQEn0nLqiNSbiGZJnt,15,0.560333333,0.136009278,0.568466667,0.198982363,-7.465866667,3.726949899,0.866666667,0.351865775,0.051326667,0.034961785,0.395313333,0.258981607,0.18604,0.102903157,0.4514,0.264518916,112.5503333,28.83845418,0.103745701,0.232646029,0,2,0,0,1,1,0,0,0,1,0,2,0,2,0,2,1,1,0,0,0,0,1,1
INFP,NF,infp moments,0mt4bpZxA9jxPKAVMUKiKb,45,0.583533333,0.141997855,0.521893333,0.19999878,-9.330911111,3.291280242,0.644444444,0.484090316,0.050368889,0.046211445,0.3986,0.307764137,0.157511111,0.092005734,0.478871111,0.222382471,123.2212222,31.44726141,0.198526458,0.336541412,1,4,2,2,2,1,0,3,2,3,1,4,3,1,1,4,2,2,1,0,0,1,2,3
INFP,NF,infp to istj era,5O9q8DyqFCN2RhyeWZ9ia2,36,0.582694444,0.12745236,0.724888889,0.15420372,-4.780388889,1.43648705,0.888888889,0.318727629,0.081697222,0.072504303,0.191311389,0.153901325,0.201263889,0.145668134,0.505416667,0.203417568,127.9546389,32.6904863,2.57E-05,0.000138075,1,4,0,4,3,3,1,4,0,4,1,2,0,1,0,3,0,2,0,1,0,2,0,0
INFP,NF,pov: lost in infp moment,0MfEUfWFTTXFpNaHOQKqrF,50,0.63766,0.122149392,0.52612,0.146647939,-7.71468,2.402861453,0.8,0.404061018,0.07308,0.072702037,0.3901324,0.283957082,0.154052,0.093278661,0.504716,0.220658699,113.69942,26.01369662,0.018747417,0.085425025,0,7,0,2,3,1,0,4,1,5,3,1,2,3,1,4,1,4,2,0,0,4,2,0
INFP,NF,INFP,13uqn91grmEzleUF99VqyF,24,0.497166667,0.168961448,0.509666667,0.230186251,-8.773416667,3.59089847,0.583333333,0.503610155,0.051425,0.045515036,0.377970833,0.322939733,0.1429625,0.086934082,0.349754167,0.251458507,120.5944167,23.62946057,0.150772148,0.266748432,2,1,0,2,4,0,0,0,0,2,3,2,1,1,0,0,0,1,1,1,1,0,1,1
INFP,NF,INFP artists,6qyM1sBi1OxYGUP3dF2Nvr,50,0.52334,0.117933847,0.47212,0.183943385,-8.80918,3.240599193,0.74,0.443087498,0.051428,0.029968378,0.50398696,0.302772346,0.146628,0.090356049,0.357706,0.186267017,122.27296,28.63092566,0.053332132,0.148418276,1,4,2,3,6,1,3,3,3,5,1,3,0,2,0,2,1,4,1,1,0,1,3,0
INFP,NF,!!<♡ infp♡>!!,0aV2WNxn2ml5G2WMYmEQOv,50,0.64312,0.121669952,0.67798,0.165446149,-5.90904,2.352897484,0.56,0.501426536,0.08517,0.070499238,0.19542584,0.264783725,0.16606,0.113508002,0.489064,0.199471236,118.59148,29.47343376,0.020406082,0.121467454,1,2,1,4,0,0,3,3,4,3,3,3,0,4,2,3,1,0,1,1,1,2,4,4
INFP,NF,infp🧚🏻‍♀️🤍✨,2ldPOZ9d0Ab1qxmDL88iBw,50,0.5002,0.095254546,0.72739,0.195867857,-7.76242,3.370609683,0.72,0.453557368,0.041312,0.016794407,0.06485896,0.160346081,0.194328,0.186219169,0.465482,0.235734894,128.17106,27.03260512,0.06336442,0.150976307,0,4,4,2,5,0,1,6,0,1,1,2,2,6,4,6,0,0,0,0,0,0,4,2
INFP,NF,Infp playlist,3Zxko3o7kgVepND5b7wPUw,50,0.56004,0.116080015,0.50663,0.179170105,-8.68964,2.883695664,0.6,0.494871659,0.072478,0.05481424,0.3119256,0.31971411,0.144728,0.07169097,0.275802,0.158557508,116.36026,28.66585926,0.026324124,0.098244041,0,7,3,2,6,0,0,3,1,2,3,6,1,0,5,0,2,2,2,0,1,0,2,2
INFP,NF,Go freakin sleep it almost 3 am  Infp ,05KzilSNlUIXGsUIA0u5cv,50,0.57196,0.157976614,0.418498,0.259355977,-11.16942,4.957566796,0.74,0.443087498,0.079892,0.103562705,0.5919026,0.358739963,0.202818,0.163385882,0.443794,0.246579894,124.76626,32.54931238,0.123129144,0.276729319,2,5,1,3,4,2,1,2,1,2,3,5,0,5,1,2,0,1,1,0,2,2,4,1
INFP,NF,infp☺︎︎︎︎,46ca8OSVq401Uhbo4FlOIn,50,0.59372,0.134572193,0.66396,0.206793495,-5.5097,2.588894865,0.7,0.46291005,0.069458,0.075173878,0.24716478,0.301735862,0.21038,0.15836968,0.48082,0.233532036,123.01254,29.24101087,0.0146862,0.098122562,2,5,2,5,6,2,0,0,3,2,2,3,0,5,1,4,0,1,1,1,2,0,2,1
INFP,NF,infp 9w1,2h3SCOrv5sFCxS1bGPkSJS,50,0.48008,0.134851822,0.51506,0.237721103,-9.45312,3.896984955,0.68,0.471212071,0.040976,0.019498378,0.379155,0.359967948,0.150594,0.101652087,0.298378,0.175956522,121.29504,31.8666341,0.120771972,0.241384619,1,8,1,2,6,2,2,3,1,3,2,4,1,1,3,2,1,0,1,0,3,1,2,0
INFP,NF,infp 9w1,0Xga7WgC8I3MXkPovo44kl,50,0.5534,0.171125566,0.499254,0.199567239,-8.71328,3.541121217,0.88,0.328260723,0.046398,0.028309669,0.412972391,0.336855545,0.150556,0.088403272,0.371434,0.212554887,126.11632,30.03680207,0.071398214,0.156138228,1,11,0,1,7,0,0,3,2,2,0,3,0,1,1,8,0,3,0,1,1,3,2,0
