#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,appearance_count,mbti_type
302,FIGURED YOU OUT,Devkota,186,4A,40,2026-01-26,02:14,74,dark r&b,FIGURED YOU OUT,2025-11-12,27,56,0,18,0,10,-11,F Minor,4,7bLm3Wjv9zQF7Sc2PpDCvR,CA5KR2602636,2,ISTP
303,Seoul City,JENNIE,77,7B,55,2026-02-08,02:44,73,k-pop,Ruby,2025-03-07,67,7,0,26,0,20,-6,F Major,4,3pY2M4k9BSk7ulLBSV0tcX,USQX92500271,2,ISTP
306,Moonlight,XXXTENTACION,128,8A,54,2026-03-02,02:15,87,emo rap,?,2018-03-16,92,56,0,71,0,10,-6,A Minor,4,0JP9xo3adEtGSdUEISiszL,USUG11800209,2,ISTP
307,10's,Pantera,111,12B,81,2026-03-02,04:49,69,"groove metal, metal, thrash metal, heavy metal",The Great Southern Trendkill,1996-05-03,36,0,2,11,0,10,-7,E Major,4,5qG4mrKUlmGce1FA4wGrr7,USEW29600004,2,ISTP
308,Rein raus,Rammstein,122,11B,86,2026-03-02,03:09,71,"industrial metal, metal, industrial rock, industrial",Mutter,2001-04-02,67,0,13,77,0,10,-5,A Major,4,4fPrxIohi60EZfNy2TlD44,DEN120100006,2,ISTP
310,Rabid,Mortician,93,4A,79,2026-03-02,02:01,54,"death metal, grindcore",Chainsaw Dismemberment,1999-06-29,34,0,90,20,0,10,-12,F Minor,4,5OuBnBrF86yVo511Ufu1pe,US2649942306,2,ISTP
311,Save the World,"We Are Not Friends,Nextime",134,8B,52,2026-03-02,02:08,56,shoegaze,We Are Not Friends,2024-05-24,83,15,87,11,0,10,-7,C Major,4,7itjpeEaGeUKjOy1OfmgM8,QZMEP2400145,2,ISTP
312,Pour It Up,Rihanna,134,10B,48,2026-03-05,02:41,73,,Unapologetic (Deluxe),2012-12-11,79,3,0,39,0,0,-9,D Major,4,5r67bGhYXZNqk2m2Wupfmu,USUM71214737,2,ISTP
313,47 (Brocasito),Gomesthekid,148,4A,66,2026-03-27,02:29,57,boom bap,Camaleão (Deluxe),2023-08-18,80,24,0,93,20,0,-9,F Minor,4,7rV3tIFey3ioDgcms5iWB1,QZWDD2336946,2,ISTP
314,Tantos Planos,"Brocasito,JayPluggz,Stuani",144,1A,44,2026-03-27,02:26,63,"brazilian trap, boom bap, trap",Rest In Peace,2021-11-05,81,65,0,60,40,0,-10,G#/A♭ Minor,4,5jaqPYoLJjfJT92vQ7WXha,QZNJY2114861,2,ISTP
315,Dope!!!,Brocasito,142,2A,39,2026-03-27,01:41,60,"brazilian trap, boom bap, trap",Juug Running,2020-11-05,87,46,0,81,30,10,-9,D#/E♭ Minor,4,5ZEyH3VBYL4QJA7ePtocdX,QZNJW2069503,2,ISTP
316,Ilusao,"C4000,Brocasito",150,10B,40,2026-03-27,02:09,57,"brazilian trap, boom bap, trap",Divine Tape 2,2021-04-12,87,2,0,51,10,0,-12,D Major,4,04EiSmkjaPukwKI4sPTZ5R,QZES92114913,2,ISTP
317,"Dinheiro Sujo, Drogas Novas",C-4K,150,10B,40,2026-03-27,02:09,49,,"Dinheiro Sujo, Drogas Novas",2016-02-22,85,4,0,48,20,0,-13,D Major,4,6QLh6NozCEsOySnwS1h5PK,QZES92114913,2,ISTP
319,Dás Arábia,"Costa Gold,Neo Beats",92,3B,56,2026-04-13,03:17,56,"brazilian hip hop, brazilian trap, boom bap, trap funk, trap",.155,2015-11-28,68,5,0,43,40,30,-8,C♯/D♭ Major,4,0kUnSzbqesf06J5Ew5Yqnc,US7VG1542549,2,ISTP
320,Monsters,Ruelle,85,11B,47,2026-04-22,03:20,49,,Nashville Indie Spotlight 2016,2015-11-20,70,41,0,50,0,0,-8,A Major,4,6h8cMgIaxFJWOrsw2O7bVb,QMF921550171,2,ISTP
321,War of Hearts,Ruelle,148,8A,71,2026-04-22,03:46,0,,Up in Flames,2015-01-20,49,3,37,26,0,0,-7,A Minor,3,4vWeIrIQQrbThS11ogLTmu,TCACD1507148,2,ISTP
322,The Other Side,Ruelle,137,11A,26,2026-04-23,04:12,63,,The Other Side,2017-06-02,37,92,0,20,0,0,-8,F#/G♭ Minor,4,1fTzOcw64Xm0AxUsLcRHAZ,TCADC1704721,2,ISTP
323,How Deep Is Your Love,"Calvin Harris,Disciples",122,10A,87,2026-04-24,03:32,80,"edm, house",How Deep Is Your Love,2015-07-17,74,4,0,34,0,30,-4,B Minor,4,22mek4IiqubGD9ctzxc69s,GBARL1500704,2,ISTP
324,How Deep Is Your Love - Studio Version,Underdog,121,7A,63,2026-04-24,02:31,58,,How Deep Is Your Love (Studio Version),2026-02-11,63,4,1,10,0,10,-7,D Minor,4,5UHG80Meo2tfsi98NiY6Pz,QZAKB2549592,2,ISTP
325,Miss The Rage,Six Dior,78,4B,75,2026-04-29,02:55,59,,Miss The Rage,2023-08-17,51,0,0,32,0,20,-7,G#/A♭ Major,4,6hPWQ0BxwioM7wzG0DE2F1,GX4R52353318,2,ISTP
1,Melody,David Tao,110,12A,45,2021-01-25,04:29,59,"mandopop, chinese r&b, c-pop, taiwanese pop",黑色柳丁,2002-06-29,68,83,0,24,0,10,-6,C♯/D♭ Minor,4,6A4wVKbcg0mRriCFjZzX0Z,TWC210200008,2,ISTP
2,飛機場的10:30,David Tao,74,2B,49,2021-01-25,04:40,57,"mandopop, chinese r&b, c-pop, taiwanese pop",陶喆同名專輯,1997-12-06,49,61,0,42,0,10,-9,F#/G♭ Major,4,0v2hRgvRSMnHsTSWyaoKbH,TWC219701002,2,ISTP
3,普通朋友,David Tao,178,7B,28,2021-01-25,04:15,64,"mandopop, chinese r&b, c-pop, taiwanese pop",I'm O.K.,1999-06-29,56,68,0,47,0,10,-10,F Major,4,7CTitzr4eVIDCPUJi5Dr4B,TWC219900005,2,ISTP
4,愛我還是他,David Tao,133,1B,39,2021-01-25,04:52,66,"mandopop, chinese r&b, c-pop, taiwanese pop",太平盛世,2005-08-01,47,76,0,15,0,10,-8,B Major,4,13bw75oRjvxMv9VGIeM32i,TWE830512006,2,ISTP
5,流沙,David Tao,76,4B,29,2021-01-25,04:02,59,"mandopop, chinese r&b, c-pop, taiwanese pop",陶喆同名專輯,1997-12-06,65,67,0,39,0,20,-11,G#/A♭ Major,4,5ZZwQy1wofQhj7LJDNLflT,TWC219701010,2,ISTP
6,還是好朋友,Cyndi Wang,106,2A,72,2021-01-25,03:39,0,"mandopop, taiwanese pop, c-pop",My! Cyndi!,2020-09-20,65,35,0,38,0,10,-6,D#/E♭ Minor,4,55Wxza0JotyGGoVTRDUYlb,TWUM72000028,2,ISTP
7,遺失的美好,Angela Chang,100,7B,34,2021-01-25,04:21,54,"mandopop, taiwanese pop, c-pop",Over The Rainbow,2004-04-01,62,86,0,21,0,0,-9,F Major,4,3kcnCi8MfkMqFKeznqEEOE,TWD250418705,2,ISTP
8,親愛的那不是愛情,Angela Chang,150,11B,59,2021-01-25,04:16,56,"mandopop, taiwanese pop, c-pop",Ang5.0,2007-12-14,55,52,0,33,0,0,-6,A Major,4,1MAv2SJPGVVDHyFlhflmYR,TWA210722803,2,ISTP
9,其實很愛你,Angela Chang,132,3B,46,2021-01-25,04:01,33,"mandopop, taiwanese pop, c-pop",夢裡花,2007-01-01,46,58,0,19,0,0,-9,C♯/D♭ Major,4,6opuiI9LjTCkBUTyA89qZL,TWA210622002,2,ISTP
10,天空,JOLIN,126,7B,47,2021-01-25,04:38,56,"mandopop, c-pop, taiwanese pop",野蠻遊戲,2005-04-25,49,5,0,17,0,0,-8,F Major,4,0mBAfQuVGW2YHZvUM2NsLb,TWA470518004,2,ISTP
11,氧氣,Mavis Fan,93,2B,17,2021-01-25,04:32,45,"mandopop, taiwanese pop, chinese indie, c-pop, taiwanese indie", 星星 精選,2001-09-06,46,94,0,14,0,10,-16,F#/G♭ Major,4,1HY8IN1XRvexOetZcxNofg,TWA219811406,2,ISTP
12,雪人,Mavis Fan,116,8B,31,2021-01-25,04:42,38,"mandopop, taiwanese pop, chinese indie, c-pop, taiwanese indie",好想談戀愛,1996-12-05,57,35,0,17,0,30,-13,C Major,4,4yiv37jghNbGoBK4Y9l7cA,TWA219608901,2,ISTP
13,眼淚,Mavis Fan,177,5B,18,2021-01-25,04:40,35,"mandopop, taiwanese pop, chinese indie, c-pop, taiwanese indie",自言自語,1995-12-07,25,79,0,13,0,10,-16,D#/E♭ Major,4,2mLZYl3SMV1DdoTWMhFxcI,TWA219507302,2,ISTP
14,檸檬草的味道,JOLIN,138,9B,38,2021-01-25,04:32,49,"mandopop, c-pop, taiwanese pop",城堡,2004-02-27,34,82,0,33,0,0,-6,G Major,4,3EXTRoJNceOMipc9kAbbAR,TWA470408003,2,ISTP
15,我要快樂,A-Mei Chang,133,9B,51,2021-01-25,04:11,58,"mandopop, taiwanese pop, c-pop, cantopop",我要快樂 (Deluxe Version),2006-02-17,33,50,0,12,0,10,-5,G Major,4,30QjAKDjn3auoVFiYzzhlV,HKI490651105,2,ISTP
16,真實,"A-Mei Chang,Jerry Lin,Premium Studio",137,1B,46,2021-01-25,04:39,58,"mandopop, taiwanese pop, c-pop, cantopop, ",真實,2001-10-18,31,75,0,32,0,10,-7,B Major,4,5P7CUwvMeOfAVyyKhUAWOP,HKI490151104,2,ISTP
17,開始懂了,Stefanie Sun,118,1A,44,2021-01-25,04:31,66,"mandopop, taiwanese pop, c-pop, cantopop",我要的幸福,2000-00-00,64,42,0,15,0,10,-7,G#/A♭ Minor,4,68tZwwRuo9ip5gRQFG1XWF,TWA530000205,2,ISTP
18,祝我生日快樂,Landy Wen,74,12B,30,2021-01-25,04:18,47,"mandopop, taiwanese pop, c-pop",溫式效應,2004-07-06,57,73,0,23,0,0,-9,E Major,4,34HdnP6vGMrIuOK7bcIW88,TWC230407401,2,ISTP
19,最熟悉的陌生人,Elva Hsiao,120,9B,61,2021-01-25,04:22,43,"mandopop, taiwanese pop, c-pop",首選蕭亞軒-美麗的插曲,2004-07-16,68,14,0,34,0,10,-5,G Major,4,4p1t0HAkt4sYo3R1JQ1WrD,TWC159903006,2,ISTP
20,無條件為你,Fish Leong,107,2B,54,2021-01-25,04:24,49,"mandopop, taiwanese pop, c-pop",閃亮的星,2001-06-27,54,31,0,13,0,10,-6,F#/G♭ Major,4,3hLM94VU7I8BVfG0eguw4v,TWA450171201,2,ISTP
21,陰天,Karen Mok,134,6B,52,2021-01-25,04:02,42,"mandopop, c-pop, taiwanese pop, cantopop",含情莫莫.莫文蔚全精選集,2002-03-14,72,55,0,26,0,10,-9,A#/B♭ Major,4,3aYrODYvFONIvLXMc9VwDv,TWA459902803,2,ISTP
22,我不難過,Stefanie Sun,128,5B,52,2021-01-25,05:20,63,"mandopop, taiwanese pop, c-pop, cantopop",未完成,2003-00-00,45,27,0,13,0,30,-7,D#/E♭ Major,4,4XrWar13kLO1jr535AzKrQ,TWA530367802,2,ISTP
23,到不了,Christine Fan,174,12B,49,2021-01-25,05:11,41,"mandopop, taiwanese pop, c-pop",范范的世界,2000-11-01,26,74,0,10,0,30,-7,E Major,4,3o9DyQ8sDd94JEVM35udyS,TWA210015608,2,ISTP
24,如果你也聽說,A-Mei Chang,117,6B,47,2021-01-25,05:13,3,"mandopop, taiwanese pop, c-pop, cantopop",Star,2007-08-03,45,59,0,12,0,10,-8,A#/B♭ Major,4,3mWZefa0yfuRz0KjeeVIBU,TWEM30703009,2,ISTP
25,原點,"Stefanie Sun,Tanya Chua",130,3B,42,2021-01-25,04:07,53,"mandopop, taiwanese pop, c-pop, cantopop",Your Song 2006 新歌+精選,2007-05-15,49,34,0,11,0,0,-8,C♯/D♭ Major,4,3V1SivfZVJvyFiNgcHCKo2,TWA530503511,2,ISTP
26,無底洞,Tanya Chua,122,7B,44,2021-01-25,04:02,57,"mandopop, taiwanese pop, c-pop",陌生人,2003-00-00,58,83,0,32,0,0,-10,F Major,4,6vJ97QouNlvgs74MMhxdvw,TWA530334302,2,ISTP
27,記得,"A-Mei Chang,Jerry Lin",60,1B,34,2021-01-25,04:46,56,"mandopop, taiwanese pop, c-pop, cantopop, ",真實,2001-10-18,40,90,0,31,0,20,-9,B Major,4,6bBs2Ws2YfdSlT3gNC2ZN0,HKI490151106,2,ISTP
28,天黑黑 - Remastered,Stefanie Sun,109,4B,22,2021-01-25,03:57,57,"mandopop, taiwanese pop, c-pop, cantopop",同名專輯 (Remastered),2000-00-00,50,94,0,39,0,10,-12,G#/A♭ Major,4,2wso0v7nIbeOnMf078XSVQ,TWA531509031,2,ISTP
29,錯的人,Elva Hsiao,128,12B,51,2021-01-29,05:11,59,"mandopop, taiwanese pop, c-pop",蕭灑小姐,2010-09-21,51,76,0,24,0,10,-7,E Major,4,0fQla3BOmDbwE7e6I78LbZ,TWEM31011009,2,ISTP
30,對的人,Princess Ai,128,6B,65,2021-01-29,04:37,57,"taiwanese pop, mandopop, c-pop",為愛做的傻事,2003-00-00,60,54,0,33,0,10,-5,A#/B♭ Major,4,0tsEr5a7QUap42Rm55Nief,TWC150303001,2,ISTP
31,我最親愛的,A-Mei Chang,142,12B,49,2021-01-29,04:44,0,"mandopop, taiwanese pop, c-pop, cantopop",你在看我嗎,2011-04-23,43,57,0,20,0,10,-7,E Major,4,3uZZAsy8EoCOnizxNCxmxm,TWEM31104005,2,ISTP
32,會呼吸的痛,Fish Leong,112,9B,52,2021-02-16,04:32,58,"mandopop, taiwanese pop, c-pop",崇拜,2007-11-09,67,54,0,20,0,10,-8,G Major,4,5IgElbSREzVyqgf1OCuKJd,TWK230700904,2,ISTP
33,倒帶,JOLIN,130,7B,67,2021-02-16,04:25,61,"mandopop, c-pop, taiwanese pop",城堡,2004-02-27,57,11,0,34,0,0,-4,F Major,4,4XipvtwRgtUrGb2j2l0wNG,TWA470408010,2,ISTP
34,夜夜夜夜 - Live,Fish Leong,134,5B,31,2021-02-16,04:48,0,"mandopop, taiwanese pop, c-pop",time & love 演唱會Live全紀錄,2002-05-30,33,87,0,16,0,30,-12,D#/E♭ Major,4,2Mz8LoT2EIbXLCZ8L9j98p,TWA450263009,2,ISTP
35,BEAUTIFUL LOVE,Tanya Chua,144,8B,67,2021-02-16,04:55,59,"mandopop, taiwanese pop, c-pop",T-TIME新歌精選,2007-05-08,45,46,0,38,0,0,-6,C Major,4,37mEkAaqCE7FXMvnlVA8pp,TWA530687501,2,ISTP
36,剪愛,A-Mei Chang,135,7B,26,2021-02-16,04:42,41,"mandopop, taiwanese pop, c-pop, cantopop",姊妹,1996-12-13,52,76,0,26,0,10,-11,F Major,4,3WGc9lBdNzIc8jOoL3ryY5,TWB519602806,2,ISTP
37,一眼瞬間,"A-Mei Chang,Jam Hsiao",155,2B,47,2021-02-16,05:56,0,"mandopop, taiwanese pop, c-pop, cantopop, chinese rock",Star,2007-08-03,28,79,0,18,0,10,-8,F#/G♭ Major,4,5Hm71iOLGamb6uxaIuVKcJ,TWEM30703006,2,ISTP
38,I Believe,Fan Yi Chen,130,9B,29,2021-02-16,04:48,51,"mandopop, taiwanese pop, c-pop",范逸臣第一張個人專輯,2002-08-30,57,74,0,15,0,10,-8,G Major,4,7BPtIXCBWvbl1HqEosWvmK,TWB510221701,2,ISTP
39,分手快樂 - 獨唱版,Fish Leong,138,5B,42,2021-02-16,04:36,50,"mandopop, taiwanese pop, c-pop",Sunrise 我喜歡,2002-02-07,51,45,0,17,0,10,-9,D#/E♭ Major,4,07RT3ZKAlXBMjXEJrN9Uxd,TWA450272602,2,ISTP
40,可惜不是你,Fish Leong,74,2B,32,2021-02-16,04:45,59,"mandopop, taiwanese pop, c-pop",絲路,2005-09-16,37,83,0,36,0,10,-9,F#/G♭ Major,4,4m4e3vIghV2QkHuOf83M7N,TWA450586606,2,ISTP
41,我愛他,Della,82,8A,36,2022-07-13,04:42,56,"mandopop, taiwanese pop, c-pop, gufeng",夜貓,2009-09-29,59,34,0,23,0,0,-7,A Minor,4,2qOitAAyMgHOs0cMilqf8k,TWK230902006,2,ISTP
42,掉了,A-Mei Chang,162,3B,48,2021-02-16,03:57,1,"mandopop, taiwanese pop, c-pop, cantopop",阿密特意識專輯,2009-06-26,54,79,0,15,0,0,-7,C♯/D♭ Major,4,39tpfLHvnzXk4f8iD0htkn,TWEM30904004,2,ISTP
43,勇氣,Fish Leong,116,7B,37,2021-02-16,03:59,62,"mandopop, taiwanese pop, c-pop",勇氣,2000-08-02,64,74,0,24,0,10,-9,F Major,4,1SNF1IdMuKPDhw9HTrdcvM,TWA450065301,2,ISTP
44,下雨天,Nan Quan Mama,128,12B,55,2021-02-16,04:13,59,"mandopop, taiwanese pop, c-pop",優的良曲南搞小孩,2008-07-25,53,60,0,28,0,30,-7,E Major,4,3BfjVIPmUpIrgqLdOJP1My,TWC230814104,2,ISTP
45,那個男人,Aska Yang,70,8B,49,2021-02-16,04:32,0,"gufeng, mandopop, c-pop, taiwanese pop",原色,2011-08-26,44,69,0,29,0,10,-7,C Major,4,50uxDogkjyD5D9J9mtoLSr,TWUM71100044,2,ISTP
46,聽說愛情回來過,JOLIN,112,8B,38,2021-02-16,05:08,0,"mandopop, c-pop, taiwanese pop",唯舞獨尊演唱會鮮聽版&特別混音專輯,2006-09-29,66,67,0,27,0,20,-10,C Major,4,29jSSJB5nAlskOdYYjQH90,TWA270613005,2,ISTP
47,情歌,Fish Leong,140,2B,41,2021-02-16,04:20,60,"mandopop, taiwanese pop, c-pop",別再為他流淚,2009-01-16,49,75,0,36,0,30,-6,F#/G♭ Major,4,5oL7vOxCz2eJKAX6G4Yluh,TWK230901805,2,ISTP
48,為愛啟程,Rainie Yang,138,1B,62,2021-02-18,07:17,38,"mandopop, taiwanese pop, c-pop",搶先熱戀 楊丞琳 為愛啟丞 搶先聽版,2013-02-01,28,66,0,28,0,10,-5,B Major,4,2HcLpXLv1YNBur6Qw4PT5V,TWA471302001,2,ISTP
49,下一個天亮 - 第一波 / 韓劇家有七公主片尾曲,Claire Kuo,122,8B,49,2021-02-18,04:26,55,"mandopop, taiwanese pop, c-pop, gufeng",下一個天亮,2008-05-09,53,56,0,20,0,10,-7,C Major,4,0WPWV03zSzOk5oUAmfXVGW,TWA210823301,2,ISTP
50,人質,A-Mei Chang,129,4B,28,2021-02-18,03:52,63,"mandopop, taiwanese pop, c-pop, cantopop",我要快樂 (Deluxe Version),2006-02-17,37,88,0,26,0,10,-7,G#/A♭ Major,4,6OAUhxFZzaRHHC8XiuIkvb,HKI490651102,2,ISTP
51,聽海,A-Mei Chang,124,6B,39,2021-02-18,05:18,52,"mandopop, taiwanese pop, c-pop, cantopop",Bad Boy,1997-06-11,53,27,0,14,0,40,-12,A#/B♭ Major,4,2WWDsBLNL4czuVcg7rjfy2,TWB519703505,2,ISTP
52,我恨我愛你,A-Mei Chang,125,1B,21,2021-02-18,04:31,39,"mandopop, taiwanese pop, c-pop, cantopop",真實 (Remastered),2001-10-18,56,98,0,34,0,0,-13,B Major,4,1aQdSw1B6uOBErzNN6jsXx,HKI491651003,2,ISTP
53,傻瓜,Landy Wen,120,11B,48,2021-02-18,04:36,0,"mandopop, taiwanese pop, c-pop",熱浪,2007-08-03,39,55,0,19,0,10,-6,A Major,4,2Aa6nMIIqZkQOroZJgfIVH,TWF710700024,2,ISTP
54,可不可以不勇敢,Christine Fan,124,3B,51,2021-02-18,04:14,31,"mandopop, taiwanese pop, c-pop",真善美The Sound of Music,2003-05-01,69,69,0,27,0,10,-9,C♯/D♭ Major,4,6HrdN6NTxDhQ44iBkxTczR,TWD250318605,2,ISTP
55,我懷念的,Stefanie Sun,140,12B,39,2021-02-18,04:49,69,"mandopop, taiwanese pop, c-pop, cantopop",逆光,2007-05-02,43,76,0,28,0,10,-8,E Major,4,7z2M7DsEjZjwXBkWG3zd21,TWA270614010,2,ISTP
56,黑白配,Christine Fan,169,8B,24,2021-02-18,02:47,35,"mandopop, taiwanese pop, c-pop",我們的紀念日,2006-11-14,34,92,0,44,0,0,-12,C Major,4,01qwfRtOy5YZFxikjq1BqI,TWA210621701,2,ISTP
57,十萬毫升淚水,Tanya Chua,75,7B,21,2021-02-19,04:20,46,"mandopop, taiwanese pop, c-pop",天使與魔鬼的對話,2013-09-24,31,86,0,16,0,10,-10,F Major,5,2mCSqP0xAkWO7N53OnHRLk,TWJ011300202,2,ISTP
58,Waiting For You,胡彦斌,82,4B,48,2021-02-18,05:22,42,"mandopop, c-pop",音乐混合体,2004-01-09,45,20,0,15,0,20,-10,G#/A♭ Major,4,05GmI06PWs6uZYTYvmYgAf,CNA260443302,2,ISTP
59,愛上你等於愛上寂寞,Na Ying,130,9B,43,2021-02-18,05:12,44,"mandopop, c-pop, taiwanese pop",如今,2002-11-15,30,68,0,12,0,10,-7,G Major,4,7eyKB576uAwAyTbbfmNMTB,TWA530252602,2,ISTP
60,走在紅毯那一天,Julia Peng,126,2B,54,2021-02-18,04:26,28,"taiwanese pop, mandopop, c-pop",最佳美聲 典藏精選,1996-00-00,54,26,0,38,0,10,-6,F#/G♭ Major,4,5ak9dmcjG3oDn9kUAVVr2I,TWA259900302,2,ISTP
61,傷痕,Sandy Lam,143,2B,43,2021-02-18,06:08,50,"cantopop, mandopop, c-pop, taiwanese pop","Love, Sandy",1995-01-25,67,78,0,12,0,0,-8,F#/G♭ Major,3,6g69a5Dvw5OHOlsxmeIOz0,TWA459545501,2,ISTP
62,你最珍貴,"Jacky Cheung,高慧君",94,6B,28,2021-02-18,04:46,56,"cantopop, mandopop, c-pop, taiwanese pop",不後悔,1998-01-01,52,69,0,8,0,0,-11,A#/B♭ Major,4,2d3DoAIDeUC58X3mzDRmDs,TWA119811050,2,ISTP
63,帶我走,Rainie Yang,142,7B,51,2021-02-18,04:49,55,"mandopop, taiwanese pop, c-pop",半熟宣言,2008-11-06,53,56,0,26,0,10,-7,F Major,4,6xLInOiZPEeqEoLLHlFH8N,TWA470817002,2,ISTP
64,空白格,Tanya Chua,74,8B,22,2021-02-18,04:12,50,"mandopop, taiwanese pop, c-pop",Goodbye & Hello,2007-10-19,34,96,0,33,0,20,-12,C Major,4,6t2Pr9rcdVzvuAFuGJt8Fb,TWJ010700404,2,ISTP
65,勇敢,A-Mei Chang,126,4B,50,2021-02-18,03:59,51,"mandopop, taiwanese pop, c-pop, cantopop",勇敢,2003-06-25,31,88,0,27,0,20,-7,G#/A♭ Major,4,51Stp1ua94mBRxfwDKsflc,HKI490351104,2,ISTP
66,天天夜夜 (feat. 黎安萊姆絲),"F.I.R.,黎安萊姆絲",112,9B,51,2021-02-18,04:51,52,"mandopop, taiwanese pop, c-pop, ",飛行部落,2006-07-28,46,31,0,22,0,10,-5,G Major,3,1bhEpCnRphpzKn4GHcVzPH,TWA530671205,2,ISTP
67,彩虹天堂,劉畊宏,144,4B,70,2021-02-18,05:01,41,"mandopop, taiwanese pop, c-pop",彩虹天堂,2005-12-15,53,69,0,22,0,10,-3,G#/A♭ Major,4,3A9fOAEPx2qavoys76t09H,TWA470533001,2,ISTP
68,拋物線,Tanya Chua,76,6B,30,2021-02-19,05:07,46,"mandopop, taiwanese pop, c-pop",若你碰到他,2009-08-19,54,89,0,37,0,10,-9,A#/B♭ Major,4,2oZJWtQZ6CLPHHsnUhC3IY,TWJ010900503,2,ISTP
69,失落沙洲,LaLa Hsu,80,9B,37,2021-02-19,04:59,48,"mandopop, taiwanese pop, c-pop, gufeng",徐佳瑩LaLa首張創作專輯,2009-05-29,42,73,0,22,0,10,-7,G Major,4,4vBoopG4WzohMju1GUmwoi,TWJ010900404,2,ISTP
70,浪費,LaLa Hsu,139,9B,29,2021-02-19,05:30,41,"mandopop, taiwanese pop, c-pop, gufeng",收•音•《我是歌手4》原音精選,2016-09-22,44,85,0,18,0,10,-9,G Major,4,3gZ8MaUydTMX27teBh1L22,TWJ011600708,2,ISTP
71,言不由衷,LaLa Hsu,115,11B,34,2021-02-19,04:21,47,"mandopop, taiwanese pop, c-pop, gufeng",心裡學,2017-12-27,36,91,0,20,0,10,-11,A Major,4,3AIvgFB3YTo349ZlcfOnOo,TWJ011700401,2,ISTP
72,寂寞無害 - 八大韓劇”拜託了媽媽”片頭曲,Eve Ai,150,7B,54,2021-02-19,04:20,42,"taiwanese pop, mandopop, c-pop, chinese indie",說 艾怡良,2016-05-27,50,51,0,39,0,0,-7,F Major,4,5hVaRXaXgpN9lNK61oyz2I,TWA471603002,2,ISTP
73,Forever Young,Eve Ai,140,8B,23,2021-02-19,05:13,48,"taiwanese pop, mandopop, c-pop, chinese indie",垂直活著，水平留戀著。,2018-12-21,30,93,0,32,0,10,-11,C Major,4,25sQT3yCEgd1uE6LC9ivcs,TWUM71800062,2,ISTP
74,旅行的意義,Cheer Chen,138,10B,52,2021-02-19,04:16,56,"taiwanese pop, mandopop, taiwanese indie, chinese indie, c-pop",華麗的冒險,2005-09-24,53,38,0,25,0,30,-8,D Major,4,0kcYzEvagMWsp9wL6RxW90,TWH630500001,2,ISTP
75,後來,Rene Liu,150,5B,50,2021-02-19,05:41,65,"mandopop, taiwanese pop, c-pop",我等你,2000-01-07,68,69,0,38,0,10,-8,D#/E♭ Major,4,2wzXhxWPX0aODraKNXoJYY,TWA459962502,2,ISTP
76,成全,Rene Liu,168,1B,61,2021-02-19,04:36,53,"mandopop, taiwanese pop, c-pop",年華,2001-01-09,58,51,0,45,0,10,-6,B Major,4,34GSbu5gyOvcRYb8H06hZC,TWA450169201,2,ISTP
77,為愛痴狂,Rene Liu,90,4B,56,2021-02-19,05:04,50,"mandopop, taiwanese pop, c-pop",很愛很愛你,1998-11-20,58,47,0,37,0,10,-7,G#/A♭ Major,4,6p2uqc3Gc1n9t7ZCAHmsdc,TWB839547005,2,ISTP
78,一個人生活 - 2012幸福蛻變版,林凡,100,5B,44,2021-02-19,04:45,54,"mandopop, taiwanese pop, c-pop",犀利人妻 電影原聲帶,2012-08-14,64,84,0,23,0,10,-8,D#/E♭ Major,4,5Hi3Xlpda9VnUUIgfVZAPp,TWA451294902,2,ISTP
79,沒那麽簡單,黃小琥,202,2B,43,2021-02-19,05:10,63,"mandopop, taiwanese pop, c-pop",簡單不簡單,2010-01-01,33,67,0,21,0,10,-6,F#/G♭ Major,3,4xZIMRwaaBx7CZMmM6KLuh,TWA530928002,2,ISTP
80,遇見,Stefanie Sun,92,4B,23,2021-02-19,03:29,70,"mandopop, taiwanese pop, c-pop, cantopop",The Moment,2003-00-00,63,84,0,44,0,20,-13,G#/A♭ Major,4,3xJK8ywApYVEYIDhymYMC6,TWA530355702,2,ISTP
81,夢一場,Jam Hsiao,107,9B,29,2021-02-19,03:46,0,"mandopop, taiwanese pop, c-pop, chinese rock",愛的時刻 自選輯,2009-11-20,61,83,0,21,0,0,-11,G Major,4,0t9sVg0uJWiZph7znSEJc2,TWA530969104,2,ISTP
82,是非題,Christine Fan,96,2B,53,2021-02-19,03:52,50,"mandopop, taiwanese pop, c-pop",哲學家,2007-09-04,57,68,0,40,0,10,-6,F#/G♭ Major,4,0qkMJO5YJRU22PATHZsH1U,TWA210722502,2,ISTP
83,我真的受傷了,Jacky Cheung,73,9B,8,2021-02-19,03:28,54,"cantopop, mandopop, c-pop, taiwanese pop",學友．熱,2001-01-01,60,91,0,37,0,20,-21,G Major,4,5cN75zXR3M4si2toC2eF5C,TWA550117203,2,ISTP
84,心動,Kit Chan,78,10B,9,2021-02-19,03:51,0,"mandopop, cantopop, c-pop",重譯 陳潔儀·重奏,2011-10-15,35,98,0,33,0,10,-14,D Major,3,2pKWbHvOcbqb14oNw3bZFd,SGA691101006,2,ISTP
