mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,D#_Ebminor_count,Gminor_count,G#/Abminor_count,A#/BbMajor_count
ENFP,NF,Enfp x Intj,163lNelOmVydtslPf6rWnN,24,0.490025,0.150600125,0.564958333,0.203372539,-8.091333333,2.7799824,0.875,0.337831962,0.038204167,0.010465159,0.234675939,0.268798368,0.16065,0.121040403,0.453229167,0.233781763,121.6627917,36.47586692,0.04130166,0.09602814,1,2,0,1,0,2,3,0,2,1,2,0,1,3,2,0,2,0,1,1,0,0,0,0
ENFP,NF,Enfp fearless,64B1cKLTXTMUyMAofzgRm1,47,0.622978723,0.131487558,0.690851064,0.164995122,-5.661170213,1.812032444,0.765957447,0.427976328,0.074240426,0.083810354,0.136824383,0.203397474,0.181921277,0.139396695,0.557744681,0.191606194,123.4891064,25.97072949,0.001414837,0.007564899,1,5,0,3,0,7,1,0,2,2,1,0,2,3,3,1,5,0,2,3,2,1,2,1
ENFP,NF,ENFP Playlist,5jxttG9EIJ0mE1cEgnQGCP,50,0.683,0.129614342,0.69782,0.135582446,-5.45918,1.634511094,0.42,0.498569382,0.056876,0.029412441,0.15531358,0.199257112,0.195024,0.142901034,0.5401,0.208656699,116.89436,21.81978436,0.019274508,0.080979276,1,4,2,3,1,0,0,5,3,1,2,4,0,0,4,0,4,3,4,0,4,2,2,1
ENFP,NF,Enfp problems,60IlNJU4QrY8OasUyM9y47,50,0.5129,0.121655796,0.4836,0.190774362,-9.42504,3.830229678,0.68,0.471212071,0.081902,0.080755354,0.47463488,0.320960552,0.162806,0.098476535,0.285718,0.186360194,133.33336,32.08512879,0.091571848,0.235871306,1,5,0,2,0,1,2,4,3,1,3,1,3,4,2,1,6,1,3,0,0,0,4,3
ENFP,NF,My enfp introvert,2iNH7UtFpW8WR27XXNZjmi,50,0.45476,0.154623382,0.473742,0.193711382,-8.84928,2.576757289,0.68,0.471212071,0.053216,0.044455258,0.501862,0.302046228,0.168256,0.13129831,0.271778,0.176355566,109.22246,32.55449889,0.097569517,0.240713966,2,5,2,1,0,4,1,1,1,1,7,5,1,5,2,0,3,2,1,0,0,2,0,4
ENFP,NF,Enfp// the idealist,33gvdin4SBHfThNOIMSSgr,48,0.565354167,0.139913421,0.5782675,0.263345655,-9.153020833,6.241840568,0.6875,0.468417435,0.066441667,0.065965732,0.272366542,0.318146754,0.1644,0.083625508,0.4149125,0.216518633,121.7001042,29.09911356,0.059991673,0.163047252,1,2,2,2,0,4,0,1,6,0,5,3,2,5,2,2,3,1,3,0,1,1,0,2
ENFP,NF,"love, enfp",3MvezQFDZv1sv7K20YunfD,50,0.62836,0.131892158,0.59598,0.184055281,-6.6629,2.884333802,0.66,0.478518121,0.066302,0.040384431,0.28303316,0.280743667,0.132246,0.072408899,0.45034,0.20935696,119.40028,27.17793834,0.004083652,0.022168632,3,7,0,3,2,2,1,0,3,1,1,3,2,5,5,0,2,1,4,0,1,2,0,2
ENFP,NF,ENFP,1Rymvkr0SgK0u9qMbELSG4,50,0.56742,0.144371416,0.63642,0.175204614,-6.75096,2.484587215,0.52,0.50467205,0.071252,0.054730849,0.162540478,0.216543937,0.199388,0.127028127,0.408914,0.206148115,126.6502,32.8534104,0.018268535,0.05193494,0,4,0,2,1,4,1,7,2,4,2,1,0,3,4,3,1,1,6,1,0,0,1,2
ENFP,NF,enfp,4qCDFuik0VU5nz5coWfG19,31,0.566129032,0.127158888,0.378709677,0.152108118,-9.478258065,2.581845334,0.935483871,0.249731038,0.059135484,0.054382691,0.645470968,0.264507636,0.154070968,0.097584327,0.394354839,0.168067159,105.0369355,25.9836539,0.012762383,0.046692518,0,1,0,0,1,5,0,0,3,1,1,0,3,7,3,0,2,0,0,2,0,0,0,2
ENFP,NF,ENFP 4w3!¡,5WQGU5VpZ6xdcKtUJQsSf9,43,0.697372093,0.132600909,0.732883721,0.10704721,-5.072,1.461800244,0.465116279,0.504684588,0.113646512,0.095877599,0.157783605,0.166259078,0.156367442,0.105860332,0.592813953,0.214214985,124.8861163,28.3725993,0.010332029,0.066617576,3,3,2,3,0,3,1,2,0,2,2,5,1,3,3,2,0,1,1,0,1,4,0,1
ENFP,NF,ENFP songs,3ViIiN0vNw5dlD5aoFKgN7,50,0.5671,0.134510185,0.70548,0.191633604,-5.94344,2.550516828,0.9,0.303045763,0.052708,0.031047205,0.157220598,0.22407213,0.192882,0.137602694,0.544236,0.19943762,121.68496,31.55198563,0.019136959,0.120759063,1,9,0,8,0,7,1,0,4,1,0,1,3,5,2,0,1,0,2,0,0,0,0,5
ENFP,NF,enfp mindset🤠,0PdqZDSiziSCVttnazGwq7,50,0.59016,0.132981257,0.63552,0.170305397,-7.66738,3.009850955,0.82,0.388087934,0.05285,0.049805279,0.314274731,0.325571691,0.183434,0.152414943,0.503172,0.213999966,123.95714,33.00657318,0.090485175,0.193576216,0,5,0,3,0,4,2,1,6,2,3,2,5,3,2,1,4,1,1,3,0,1,0,1
ENFP,NF,ENFP,28Sua8bCQqjyi8qGOYeIVv,50,0.56748,0.140286186,0.64761,0.221478964,-8.24984,4.247888726,0.84,0.37032804,0.055804,0.044732931,0.305962792,0.301593131,0.183466,0.125065536,0.64068,0.242724959,122.43146,25.92627895,0.063633869,0.190689031,0,6,1,2,1,5,1,0,0,1,4,2,1,5,5,1,6,0,2,2,0,0,0,5
ENFP,NF,ENFP,22uXZxGREdZak0hHIEXCWS,50,0.62838,0.123079846,0.59974,0.180450096,-6.7445,2.499491003,0.72,0.453557368,0.074796,0.080211208,0.2868156,0.288030948,0.14998,0.086780079,0.46723,0.218329306,109.73726,28.1991914,0.001054442,0.003511125,3,3,4,0,0,4,1,0,4,2,6,1,4,7,3,0,2,1,1,1,0,1,1,1
ENFP,NF,bir enfp playlisti,5UzgzEcbtWsgZqn5cReG8s,50,0.5795,0.124849992,0.656134,0.228711582,-6.33652,3.137960284,0.8,0.404061018,0.06151,0.058940292,0.23793072,0.313609348,0.154078,0.089529998,0.484094,0.185279912,122.71178,29.44908085,0.002611101,0.010376051,0,6,2,0,1,6,6,0,3,0,4,0,2,2,0,2,4,0,4,6,0,1,0,1
ENFP,NF,ENFP 🌱,71TlB9PynqkelroDOVyfat,44,0.664272727,0.111247339,0.695772727,0.152212652,-5.300909091,2.265253051,0.681818182,0.471155298,0.096179545,0.124340004,0.184370736,0.224100538,0.200404545,0.165040543,0.649204545,0.179469707,129.6950455,30.374652,0.021123088,0.138357651,1,4,3,7,0,3,0,0,1,0,1,3,2,4,3,2,1,0,3,2,0,1,1,2
ENFP,NF,ENFP sad,3iY8g0TYr8JAYrsE4uEq16,50,0.51388,0.109287981,0.370084,0.196576655,-10.52678,4.647641655,0.76,0.431419111,0.046422,0.035343032,0.6236835,0.315570836,0.160422,0.10289447,0.304196,0.153386122,116.35174,31.67331249,0.118032987,0.245059269,1,7,2,2,0,3,4,1,4,1,2,1,1,5,0,2,5,1,0,1,2,0,1,4
ENFP,NF,ENFP  :),4qFFbzvwuTwtS0pec2ooh4,50,0.62168,0.113474161,0.7185,0.177821195,-5.92392,2.397792402,0.54,0.503457434,0.070294,0.052036406,0.163985128,0.231261893,0.206042,0.191184492,0.52606,0.220270705,122.73834,29.19603565,0.007773558,0.03445979,2,6,3,4,0,5,0,4,2,2,3,3,0,3,0,0,2,2,4,0,1,2,0,2
ENFP,NF,ENFP songs,7rcjCJQiQNysB9aWRtKjIu,48,0.5924375,0.128251732,0.7141875,0.170229339,-6.630854167,2.295584763,0.729166667,0.44909286,0.056816667,0.042066519,0.147064344,0.170685695,0.163247917,0.103438017,0.54688125,0.219799639,120.8245417,27.88854087,0.01532657,0.046277976,1,5,2,2,0,2,1,4,4,1,5,1,1,7,2,0,3,1,2,2,0,1,0,1
ENFP,NF,ENFP,6D6L6W1VfxlL0edCO8Uleo,50,0.73348,0.116857883,0.69408,0.14167307,-9.43196,3.01313414,0.48,0.50467205,0.085178,0.096277213,0.21684752,0.229161371,0.143968,0.138110576,0.397572,0.229511451,125.65222,12.98138606,0.671791104,0.310113369,3,2,0,5,1,1,0,3,2,3,1,2,2,2,5,3,1,0,5,2,2,3,1,1
ENFP,NF,enfp's musical taste be like,0vw6Vae07GGjTEVdFe455W,50,0.66404,0.1694376,0.63104,0.156919837,-7.07236,2.464655755,0.62,0.490314351,0.161134,0.164318473,0.2976292,0.269154309,0.19126,0.163179631,0.534464,0.227387862,119.15244,33.80777195,0.100539407,0.24340636,0,5,2,4,0,4,1,1,2,4,5,2,0,2,2,6,3,1,1,3,1,1,0,0
ENFP,NF,universo de 1 enfp,0FBQcOWIHWZbgqacm7DQXz,50,0.51158,0.130229639,0.564576,0.208019841,-9.54884,3.32224373,0.8,0.404061018,0.038942,0.014104292,0.3087579,0.279178904,0.181724,0.158932702,0.537976,0.236873471,118.59404,25.86087424,0.057905566,0.14402407,0,6,3,2,0,5,0,2,4,2,3,0,0,5,1,2,7,0,1,1,0,0,0,6
ENFP,NF,non binary enfp's 2am,1IkjC2M1SjiSiuiOr5fuEW,50,0.64028,0.135371302,0.67786,0.153225858,-6.4357,1.81553994,0.56,0.501426536,0.05941,0.037062937,0.103947344,0.124771967,0.158468,0.096765712,0.505544,0.236011563,127.83632,29.54871127,0.011038218,0.037407796,2,2,2,2,0,5,0,3,0,1,2,4,1,9,2,2,3,0,4,2,0,2,2,0
ENFP,NF,enfp vibesss,4x2iqqWviIzdPoF57z30xp,50,0.67762,0.119593681,0.67752,0.145321353,-5.84142,2.42198105,0.48,0.50467205,0.083102,0.081226636,0.2256842,0.224201617,0.139274,0.083749604,0.5432,0.224503352,113.987,26.75430668,0.01380865,0.045271609,0,3,3,3,2,0,1,4,0,4,5,1,1,3,3,2,1,3,4,2,2,1,0,2
ENFP,NF,ENFP,11bxOdvO2x8jN4l0qfedZN,35,0.696657143,0.097357118,0.809828571,0.118880683,-6.665285714,3.197924479,0.628571429,0.490240894,0.082122857,0.079454493,0.106378886,0.158658812,0.189365714,0.15892059,0.653328571,0.224614799,127.7723714,18.15638498,0.094133111,0.240266427,0,1,3,4,1,4,1,1,1,1,0,2,4,3,2,1,0,3,0,0,0,1,0,2
ENFP,NF,🌟EnFP VibEs💛,6hsjd5Emqdyb0bXJa08Jnu,40,0.6271,0.156978816,0.77555,0.162090502,-5.30055,2.348599429,0.7,0.464095481,0.0834175,0.072834163,0.17182869,0.196603766,0.1774525,0.144015996,0.63025,0.20856085,124.5579,24.75350993,0.039752726,0.141730342,0,4,2,5,0,3,2,1,4,0,2,2,2,1,3,1,2,1,3,0,0,0,2,0
ENFP,NF,My ENFP personalitiy,0Kp9G4x3nqjalkunFByzeO,50,0.63068,0.117872196,0.7296,0.163023599,-6.72634,2.498966943,0.66,0.478518121,0.066482,0.051541652,0.19765208,0.231094841,0.18337,0.133120087,0.62908,0.240220208,121.4037,24.50815342,0.034579886,0.129635652,2,2,1,3,0,7,1,2,7,4,2,1,0,4,2,3,0,1,3,2,0,0,0,3
ENFP,NF,ENFP,06OpHmHMje8oCKutboH759,14,0.631285714,0.094540531,0.741,0.121813855,-5.784285714,2.267962231,0.857142857,0.36313652,0.0791,0.092956946,0.136781107,0.150799662,0.166028571,0.136969297,0.596142857,0.197488016,119.7422857,18.20824644,0.009663071,0.032113638,0,1,1,3,0,0,0,1,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1
ENFP,NF,enfp,3M9XvqVDliOe6dcNheO0ja,50,0.52944,0.151876045,0.48048,0.247003174,-10.0617,6.933300431,0.66,0.478518121,0.06054,0.053882749,0.49219624,0.362104069,0.169182,0.110991233,0.31211,0.185193673,116.23698,29.37181878,0.183425502,0.354658356,1,4,4,5,0,7,3,1,0,2,2,3,0,4,4,2,2,1,1,1,0,2,0,1
ENFP,NF,enfp🧚🏻‍♀️,70nbBY5yhBXFkVzqSkle4E,50,0.54922,0.156319308,0.5216,0.214467256,-8.043,3.051983851,0.8,0.404061018,0.044852,0.046084648,0.4407014,0.339001461,0.161156,0.084233195,0.49426,0.265049923,122.4418,29.68254879,0.028924786,0.092441525,0,2,1,4,0,6,3,1,6,3,7,1,2,1,4,0,3,1,2,0,1,0,0,2
ENFP,NF,enfp 7w6,62sXigbVbcTflKnSILTxAq,50,0.61082,0.135378938,0.72964,0.163044098,-6.00262,2.700410172,0.66,0.478518121,0.069998,0.057946251,0.1879536,0.268419127,0.14952,0.10538032,0.576476,0.221498823,127.9658,27.16762834,0.009897502,0.054461079,2,3,1,2,0,2,1,1,4,1,4,1,4,3,3,2,5,4,4,1,0,1,0,1
ENFP,NF,ENFP🥰,7fGcFwgsGhW3csEcdF3MpD,50,0.67788,0.127105394,0.70564,0.188761999,-5.89316,3.055483284,0.6,0.494871659,0.085586,0.093207456,0.186834998,0.231835475,0.199002,0.163967252,0.632306,0.213420004,126.54254,26.12762096,0.00685844,0.032298002,1,3,2,6,0,3,0,1,4,2,2,3,0,6,3,4,2,0,2,0,1,3,1,1
ENFP,NF,𝐀𝐧 𝐄𝐍𝐅𝐏'𝐒 𝐩𝐥𝐚𝐲𝐥𝐢𝐬𝐭.,1N64I3MwvxUtrGxNKhkz38,50,0.5963,0.1323937,0.71044,0.16791071,-5.72642,2.484436503,0.46,0.503457434,0.067986,0.059575478,0.20060838,0.219387087,0.167862,0.114955516,0.50248,0.202681437,126.04802,30.76103952,0.013254133,0.050698221,3,1,4,3,2,1,0,2,1,3,2,1,2,4,6,3,2,2,4,1,0,3,0,0
ENFP,NF,I am ENFP 🎑🌆2️⃣🌄🌃,1HJeZz6JW0es6oEOFTblqY,45,0.523066667,0.117668139,0.767711111,0.141297819,-7.880066667,2.819709385,0.8,0.404519917,0.044315556,0.013762597,0.170471964,0.237626088,0.173557778,0.132262239,0.445895556,0.235573019,146.5686,27.93236229,0.498152533,0.365052737,1,2,0,3,0,7,0,0,1,1,3,0,5,4,3,3,3,1,1,3,1,0,1,2
ENFP,NF,enfp,6hCoZ38MC4OXUF5CdAe9jn,50,0.54042,0.128791255,0.5856,0.230939872,-7.61268,3.807749115,0.76,0.431419111,0.055036,0.051606782,0.27597778,0.330205617,0.226542,0.177557415,0.46778,0.22613625,118.92972,31.69736484,0.026352561,0.129044013,1,6,2,1,0,4,3,2,5,1,6,1,1,3,2,1,5,1,2,1,0,1,0,1
ENFP,NF,I'm ENFP,4VnSmWZZSKrGZAWEXOELSq,36,0.690777778,0.125034878,0.645361111,0.156211972,-6.520027778,2.356495164,0.472222222,0.506309398,0.075744444,0.067403851,0.173473306,0.218707893,0.210427778,0.173683097,0.551088889,0.206150843,121.44625,24.54440848,0.084032298,0.227038798,0,4,3,3,1,1,1,3,0,1,0,1,1,0,3,3,2,3,1,1,0,1,2,1
ENFP,NF,ENFP Songs,091HSdaWtHQGLnF48cIuk0,50,0.60362,0.136096888,0.63914,0.200497851,-6.10758,3.377526689,0.74,0.443087498,0.062456,0.045636537,0.32718269,0.320003642,0.145968,0.098531811,0.48542,0.233166323,120.78396,28.13786479,0.033001158,0.14386689,2,2,1,4,1,5,0,0,5,1,4,2,2,3,3,0,5,3,2,0,0,0,1,4
ENFP,NF,ENFP,7uBrbI8Nem1k96zUE6YlYF,18,0.660277778,0.182455089,0.635055556,0.237100245,-8.134555556,3.396503379,0.611111111,0.501631326,0.071616667,0.067821099,0.282086883,0.317966944,0.159061111,0.107101443,0.564055556,0.220032744,126.1656667,20.74078889,0.03572491,0.149065772,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,3,4,0,1,1,0,2,1,1
ENFP,NF,ENFP Type Beat,0FcO6aWGrDxulGKlwnW594,20,0.65695,0.135850334,0.70675,0.186013546,-7.07135,2.456316525,0.5,0.512989176,0.122005,0.134246539,0.260075565,0.230082813,0.22922,0.213778071,0.6899,0.207697123,135.5133,34.14233997,0.101914573,0.228055071,2,0,0,0,1,2,0,0,1,0,0,1,0,3,1,0,2,0,5,1,0,1,0,0
ENFP,NF,ENFP💚,1tuAJ3N8NcFPrklqgtSZxM,33,0.65030303,0.132047928,0.711393939,0.129315974,-5.561515152,1.898676992,0.454545455,0.505649897,0.060209091,0.04140463,0.177569212,0.189743611,0.166324242,0.130406933,0.508848485,0.200656597,122.2988788,24.17015858,0.001303124,0.0069172,2,3,2,1,2,1,0,2,0,0,2,1,1,5,1,2,0,0,5,0,1,1,0,1
ENFP,NF,POV: your an enfp,0i1wFU8aAOX8dfL1LKhxrK,33,0.630787879,0.095999921,0.73,0.142043347,-6.053606061,2.791185702,0.575757576,0.501890366,0.058654545,0.035332555,0.213135621,0.244398253,0.227412121,0.204931632,0.590212121,0.196465607,125.6689091,25.08593472,0.020874212,0.088834019,2,3,2,5,1,1,0,2,2,2,2,1,2,1,0,1,2,1,1,0,0,1,0,1
ENFP,NF,ENFP,1S3dJw1jhYD6bVMxz8clMw,50,0.70274,0.116380939,0.76812,0.149352294,-3.77634,1.527374773,0.68,0.471212071,0.097832,0.071432415,0.17226229,0.197003419,0.205454,0.15911494,0.64766,0.209333111,119.59692,23.21633984,7.43E-05,0.000458239,0,6,2,5,0,4,0,2,3,3,0,0,0,2,3,1,5,1,1,2,3,2,1,4
ENFP,NF,ENFP. ,6cwzi4xrRmy8Qz6NcCR4RU,50,0.57694,0.144428983,0.72982,0.124470747,-6.84644,2.108699949,0.74,0.443087498,0.05435,0.040854082,0.124909886,0.18525832,0.159496,0.119459599,0.582592,0.251757156,124.31554,27.38506891,0.095973672,0.212813124,0,4,0,3,0,3,2,4,2,0,3,4,0,8,3,2,4,0,2,4,0,1,0,1
ENFP,NF,✨ENFP SLYTHERİN✨,3KdGiWFXbjNt5bZkiD7PdF,50,0.53142,0.154210576,0.55902,0.250015386,-8.3691,4.462624661,0.7,0.46291005,0.056782,0.052138954,0.330226912,0.340969401,0.158004,0.115484276,0.364344,0.177097297,130.99756,32.04224756,0.075223769,0.186649304,2,4,0,2,2,3,0,0,4,0,5,2,3,5,2,2,3,2,1,2,0,3,1,2
ENFP,NF,ENFP,5xrXLqlTWNhNnYvL7Upc9s,25,0.71024,0.125502749,0.54752,0.174169965,-8.38464,2.551512295,0.64,0.489897949,0.091504,0.072380761,0.4244188,0.290308418,0.248044,0.161673243,0.71256,0.187069746,108.49708,26.03180117,0.000856407,0.003318146,1,1,0,2,1,0,1,1,2,2,2,0,1,3,0,1,2,2,0,1,1,0,0,1
ENFP,NF,❀ ✰ enfp anthem ✰ ❀,2pUS0KfJduuy70q3ZYXPOn,50,0.6156,0.159805877,0.75952,0.159606179,-6.24218,2.468326341,0.52,0.50467205,0.071276,0.08156227,0.14129795,0.198089241,0.17926,0.105747005,0.60836,0.187300453,125.91062,24.32754212,0.1126436,0.244389804,4,2,1,5,1,1,0,3,1,1,2,3,2,5,2,2,3,2,4,1,0,0,3,2
ENFP,NF,enfp!,2qloio4C5U44dkYpSgDCrC,28,0.698821429,0.105594982,0.824928571,0.098764564,-3.867714286,1.450318352,0.642857143,0.487950036,0.080317857,0.036705717,0.1035675,0.117109618,0.202178571,0.141491676,0.679071429,0.164065915,122.3825714,26.54357884,6.60E-05,0.000199332,1,3,0,4,1,2,0,0,2,0,1,1,0,2,2,1,0,0,5,2,0,0,1,0
ENFP,NF,ENFP-💚🐱🌱,0p5y0OT7AzM6xJy3farIQk,41,0.572658537,0.159332296,0.67397561,0.154720149,-6.32902439,2.085394885,0.731707317,0.448574979,0.054768293,0.034679132,0.226246588,0.252249085,0.188834146,0.151961847,0.51472439,0.192358284,133.440439,31.42245505,0.036980159,0.122854796,2,4,1,5,0,2,1,1,4,0,3,3,2,1,1,1,5,0,1,1,1,0,1,1
ENFP,NF,pov: u r enfp🐸,2v9XRMRBZTo48WkzK8hA2D,50,0.71866,0.126541856,0.72654,0.138501044,-4.99244,1.88062977,0.6,0.494871659,0.09642,0.06634514,0.1174746,0.157403,0.181904,0.129001269,0.581682,0.236349886,122.81356,25.48188522,0.00024736,0.000692791,2,3,3,6,0,5,1,1,2,1,2,2,1,2,3,1,2,3,5,2,0,2,0,1
ENFP,NF,my enfp playlist 🌱,2z1Rdit4uUy46OEFWbyaMF,50,0.71832,0.092659887,0.78872,0.112082156,-4.30414,1.816624005,0.54,0.503457434,0.086478,0.053405057,0.08956418,0.110656762,0.168842,0.143005136,0.7251,0.16290654,129.19394,25.76884943,0.000977573,0.005314782,0,5,8,7,0,2,0,1,1,2,1,1,2,4,1,4,1,1,1,1,2,3,0,2
ENFP,NF,aries enfp,3LmPCoA5lC3DJFEKKORr6I,50,0.706,0.119650341,0.70834,0.127443563,-5.27316,1.572974076,0.56,0.501426536,0.103394,0.069038251,0.138169,0.138419543,0.172132,0.145987917,0.61982,0.188813448,126.06998,29.45884024,0.000478952,0.002723519,1,4,0,6,0,2,1,1,3,3,3,4,1,2,1,5,5,1,4,0,0,2,1,0
ENFP,NF,enfp & leo,1ab5L7Icw0gGg0VAELUarU,50,0.61904,0.129536688,0.6392,0.158607718,-7.40232,2.693641359,0.52,0.50467205,0.058942,0.034403708,0.250346351,0.239145352,0.175318,0.127092601,0.498498,0.226580851,117.49916,24.70334716,0.035570039,0.140592152,0,5,5,3,0,1,0,3,2,5,4,1,3,2,2,1,3,2,1,1,2,3,1,0
ENFP,NF,Enfp🥵,0gk4oaLuoISIcnS9ceFpe1,50,0.6166,0.138912687,0.71116,0.205814297,-7.49394,3.209097428,0.56,0.501426536,0.086196,0.096587676,0.238797318,0.290498711,0.247578,0.211966131,0.560148,0.238237956,126.2085,26.07415273,0.178959525,0.305351437,0,5,3,3,2,4,0,5,2,2,3,0,3,2,2,4,1,1,2,1,0,1,2,2
ENFP,NF,rapunzel vibes 🔆🦎,2fbAwGYRrFSnzDEFcaqPRY,50,0.5181,0.127399941,0.521922,0.248967556,-8.59888,4.328420477,0.88,0.328260723,0.050642,0.028746259,0.37985056,0.352630663,0.14878,0.111962291,0.376018,0.20413242,119.98692,28.76835951,0.019613732,0.089105132,1,7,2,1,0,5,1,0,3,1,7,0,3,6,2,0,3,1,1,3,0,0,0,3
ENFP,NF,ENFP mood 🔆,0bb4NfZYatZMOKTjUcJz0P,19,0.686736842,0.100152574,0.710578947,0.159733916,-5.853631579,2.76701173,0.526315789,0.512989176,0.075273684,0.047930214,0.138949053,0.194891347,0.212415789,0.160316448,0.653210526,0.154924921,126.9416316,28.04065238,0.000445848,0.00139102,0,2,1,2,3,1,0,1,0,1,1,2,0,3,0,0,0,0,1,1,0,0,0,0
ENFP,NF,scorpio enfp,5641Yt3bTKiB4z3W8U0NEW,50,0.56918,0.145372385,0.604432,0.205731866,-7.382,2.960580555,0.64,0.484873221,0.05283,0.044303726,0.307181991,0.32335221,0.17026,0.097390898,0.485256,0.207387548,119.41746,31.68892323,0.030508233,0.146018254,2,3,1,3,3,4,2,1,3,2,4,2,4,1,3,2,3,0,2,2,0,1,2,0
ENFP,NF,ENFP Anthems ,01gO33b3aPEG2npYJVrgR5,50,0.5836,0.141642839,0.71998,0.199585948,-5.95844,2.656350628,0.5,0.505076272,0.062612,0.058194535,0.16949769,0.242851964,0.189796,0.173080446,0.345002,0.230729711,121.34244,29.64489551,0.122945556,0.248825219,1,7,1,0,2,3,0,2,0,6,1,2,1,4,3,3,3,2,3,2,0,2,1,1
ENFP,NF,ENFP,2FUyUHFqK9VD7MZMa724hb,49,0.567693878,0.153355008,0.691081633,0.226432094,-6.481734694,3.668836395,0.632653061,0.487077918,0.056402041,0.022012965,0.222664916,0.268481821,0.230136735,0.20012218,0.52844898,0.246572627,126.1146735,31.59550711,0.025968149,0.139214251,2,6,4,7,0,3,2,2,2,1,2,3,1,2,1,1,2,1,3,2,1,0,0,1
ENFP,NF,ENFP Me,574hqYnV3NjpwBVl3VgOVq,50,0.56728,0.140268698,0.58976,0.200540551,-7.15954,2.393380806,0.78,0.418451958,0.064612,0.04677877,0.309007958,0.296684129,0.172824,0.129476753,0.430244,0.213105911,115.428,30.71993446,0.025407938,0.129228532,0,9,0,6,0,2,1,2,3,1,3,5,3,5,1,0,3,0,1,1,1,1,0,2
ENFP,NF,enfp!,1J4Y0T1qufMRFRqctjKtZM,47,0.664085106,0.100358451,0.596234043,0.151385085,-6.906808511,1.903093256,0.787234043,0.413688089,0.060887234,0.036424124,0.285803957,0.270986231,0.169740426,0.147647569,0.470023404,0.221601963,117.6310638,28.10839614,0.001949065,0.006922516,2,4,3,5,0,2,1,1,3,0,0,2,2,2,8,0,8,1,0,1,0,1,0,1
ENFP,NF,me and my enfp,6EZrzahDB4WDrp8oTSGrgy,29,0.577586207,0.150888444,0.463834483,0.2635333,-10.56124138,4.935185535,0.896551724,0.309934047,0.045272414,0.03484325,0.468180586,0.377943666,0.167524138,0.091404172,0.498793103,0.23126583,118.817931,32.7133572,0.048938759,0.135367249,0,3,1,1,0,3,0,0,5,0,4,0,1,2,2,1,3,0,1,0,0,0,0,2
ENFP,NF,ENFP,1upism8baJDJkl2OZXWXR0,50,0.66836,0.12881687,0.68868,0.175123448,-6.172,2.290962778,0.64,0.484873221,0.075516,0.064849585,0.20568212,0.250069778,0.195648,0.136895348,0.6319,0.227312089,128.14092,28.65402565,0.003343542,0.017237838,1,3,1,6,0,6,0,4,4,1,3,2,1,3,2,1,2,5,2,0,0,0,1,2
ENFP,NF,me and my enfp,5WpZujeE4wo7SyeK9OdITf,23,0.475869565,0.156013491,0.355130435,0.155092144,-10.82352174,2.281090187,0.913043478,0.288104066,0.03666087,0.011151997,0.837823478,0.19229589,0.138465217,0.084497706,0.310791304,0.177559775,112.0503043,32.40526537,0.073522034,0.15436319,0,0,0,4,0,4,2,0,0,0,2,0,2,1,2,0,3,0,1,0,0,1,0,1
ENFP,NF,✨ENFP vibes✨,7hoRjaFGE8MzkX2TylJDbl,50,0.6522,0.131827036,0.71486,0.1592326,-5.59848,1.766381499,0.54,0.503457434,0.09584,0.124281542,0.155281338,0.230744706,0.174554,0.117366374,0.60056,0.237188219,119.93524,22.5001041,0.018637415,0.076597517,1,5,3,4,3,2,0,3,2,1,3,4,1,3,2,1,2,0,4,1,0,2,1,2
ENFP,NF,ENFP -T,7dTLD9fB73gTONIVWSKnSQ,50,0.61806,0.146893327,0.6227,0.144789256,-6.25166,2.321592298,0.64,0.484873221,0.064454,0.05156562,0.231862,0.247195653,0.14815,0.100291689,0.458936,0.242347467,124.98878,29.14764991,0.012456579,0.061151674,1,6,5,2,1,2,0,0,2,0,1,3,3,5,5,2,4,4,2,0,0,0,0,2
ENFP,NF,ENFP,0j68F6zZ8fV3fVAlKRGli2,25,0.5392,0.179624145,0.62008,0.18427039,-6.65728,2.701297613,0.52,0.509901951,0.050344,0.036024772,0.3762488,0.343207083,0.180716,0.113057248,0.418884,0.249101793,121.08356,29.92873363,0.053193738,0.119078627,3,4,1,0,0,0,0,1,3,1,1,1,0,1,3,1,1,1,0,0,0,3,0,0
